grid_id,lon_center,lat_center,precipitation
8,116.31912384200017,29.64219551618924,2018.1166980561163
9,116.41912384200016,29.64219551618924,2032.8041980561156
10,116.51912384200016,29.64219551618924,2047.4916980561147
67,115.71912384200016,29.74219551618924,1934.6242243312713
68,115.81912384200017,29.74219551618924,1931.6887360500211
69,115.91912384200016,29.74219551618924,1928.7532477687712
70,116.01912384200016,29.74219551618924,1940.855728798973
71,116.11912384200016,29.74219551618924,1954.3768616114737
72,116.21912384200016,29.74219551618924,1967.8979944239732
73,116.31912384200017,29.74219551618924,1982.2253650483035
74,116.41912384200016,29.74219551618924,1996.9128650483026
75,116.51912384200016,29.74219551618924,2011.6003650483017
76,116.61912384200016,29.74219551618924,2026.3932728123227
77,116.71912384200016,29.74219551618924,2041.3056751560719
130,115.51912384200016,29.84219551618924,1927.274693711286
131,115.61912384200016,29.84219551618924,1922.3557093362856
132,115.71912384200016,29.84219551618924,1919.3036676906468
133,115.81912384200017,29.84219551618924,1916.3681794093964
134,115.91912384200016,29.84219551618924,1913.4326911281464
135,116.01912384200016,29.84219551618924,1910.4972028468965
136,116.11912384200016,29.84219551618924,1918.485528603662
137,116.21912384200016,29.84219551618924,1932.0066614161615
138,116.31912384200017,29.84219551618924,1946.3340320404918
139,116.41912384200016,29.84219551618924,1961.021532040491
140,116.51912384200016,29.84219551618924,1975.8706653904474
141,116.61912384200016,29.84219551618924,1990.7830677341985
142,116.71912384200016,29.84219551618924,2005.6954700779474
143,116.81912384200017,29.84219551618924,2020.6078724216989
144,116.91912384200016,29.84219551618924,2044.9308474935976
145,117.01912384200016,29.84219551618924,2081.170886556096
146,117.11912384200016,29.84219551618924,2117.410925618599
195,115.51912384200016,29.94219551618924,1908.800575142687
196,115.61912384200016,29.94219551618924,1907.0351526956606
197,115.71912384200016,29.94219551618924,1903.9831110500213
198,115.81912384200017,29.94219551618924,1901.0476227687711
199,115.91912384200016,29.94219551618924,1898.1121344875212
200,116.01912384200016,29.94219551618924,1895.1766462062712
201,116.11912384200016,29.94219551618924,1892.241157925021
202,116.21912384200016,29.94219551618924,1896.1153284083484
203,116.31912384200017,29.94219551618924,1910.4426990326788
204,116.41912384200016,29.94219551618924,1925.3480579685724
205,116.51912384200016,29.94219551618924,1940.2604603123218
206,116.61912384200016,29.94219551618924,1955.172862656073
207,116.71912384200016,29.94219551618924,1970.0852649998221
208,116.81912384200017,29.94219551618924,1984.9976673435735
209,116.91912384200016,29.94219551618924,2009.320642415472
210,117.01912384200016,29.94219551618924,2045.5606814779703
211,117.11912384200016,29.94219551618924,2081.8007205404733
212,117.21912384200016,29.94219551618924,2118.040759602971
218,117.81912384200017,29.94219551618924,2181.1856012341823
219,117.91912384200016,29.94219551618924,2168.486499671683
260,115.51912384200016,30.042195516189235,1874.519884269171
261,115.61912384200016,30.042195516189235,1889.8209745204056
262,115.71912384200016,30.042195516189235,1888.6792121607834
263,115.81912384200017,30.042195516189235,1885.7437238795335
264,115.91912384200016,30.042195516189235,1882.8082355982835
265,116.01912384200016,30.042195516189235,1879.8727473170336
266,116.11912384200016,30.042195516189235,1876.9372590357834
267,116.21912384200016,30.042195516189235,1878.9392556756734
268,116.31912384200017,30.042195516189235,1878.858336454357
269,116.41912384200016,30.042195516189235,1893.770738798106
270,116.51912384200016,30.042195516189235,1908.6831411418557
271,116.61912384200016,30.042195516189235,1923.5955434856064
272,116.71912384200016,30.042195516189235,1938.5079458293558
273,116.81912384200017,30.042195516189235,1953.420348173107
274,116.91912384200016,30.042195516189235,1977.7433232450057
275,117.01912384200016,30.042195516189235,2013.9833623075037
276,117.11912384200016,30.042195516189235,2050.223401370007
277,117.21912384200016,30.042195516189235,2086.4634404325047
278,117.31912384200017,30.042195516189235,2122.7034794950077
279,117.41912384200016,30.042195516189235,2158.9435185575057
280,117.51912384200016,30.042195516189235,2173.0608169314996
281,117.61912384200016,30.042195516189235,2166.304995233875
282,117.71912384200016,30.042195516189235,2153.605893671376
283,117.81912384200017,30.042195516189235,2140.9067921088754
284,117.91912384200016,30.042195516189235,2128.207690546376
285,118.01912384200016,30.042195516189235,2115.5085889838765
286,118.11912384200016,30.042195516189235,2102.8094874213757
287,118.21912384200016,30.042195516189235,2158.824173094564
288,118.31912384200017,30.042195516189235,2219.128665282069
326,115.61912384200016,30.14219551618924,1874.5398954188424
327,115.71912384200016,30.14219551618924,1873.39813305922
328,115.81912384200017,30.14219551618924,1870.4626447779701
329,115.91912384200016,30.14219551618924,1867.5271564967202
330,116.01912384200016,30.14219551618924,1864.5916682154702
331,116.11912384200016,30.14219551618924,1872.2382498163001
332,116.21912384200016,30.14219551618924,1891.881101378799
333,116.31912384200017,30.14219551618924,1886.6905241644708
334,116.41912384200016,30.14219551618924,1870.4073796332218
335,116.51912384200016,30.14219551618924,1882.6305532512292
336,116.61912384200016,30.14219551618924,1897.5429555949802
337,116.71912384200016,30.14219551618924,1912.4553579387295
338,116.81912384200017,30.14219551618924,1927.3677602824807
339,116.91912384200016,30.14219551618924,1951.6907353543795
340,117.01912384200016,30.14219551618924,1987.9307744168773
341,117.11912384200016,30.14219551618924,2024.1708134793805
342,117.21912384200016,30.14219551618924,2060.4108525418783
343,117.31912384200017,30.14219551618924,2096.6508916043817
344,117.41912384200016,30.14219551618924,2103.2409254583085
345,117.51912384200016,30.14219551618924,2108.7474868533714
346,117.61912384200016,30.14219551618924,2113.725904822122
347,117.71912384200016,30.14219551618924,2111.389463007312
348,117.81912384200017,30.14219551618924,2098.6903614448106
349,117.91912384200016,30.14219551618924,2085.9912598823116
350,118.01912384200016,30.14219551618924,2073.292158319812
351,118.11912384200016,30.14219551618924,2060.5930567573114
352,118.21912384200016,30.14219551618924,2116.607742430499
353,118.31912384200017,30.14219551618924,2176.9122346180043
354,118.41912384200016,30.14219551618924,2237.216726805501
355,118.51912384200016,30.14219551618924,2297.5212189929975
356,118.61912384200016,30.14219551618924,2340.9855782292952
357,118.71912384200016,30.14219551618924,2365.3592696355436
358,118.81912384200017,30.14219551618924,2331.974199228739
365,119.51912384200016,30.14219551618924,2079.8478158582307
366,119.61912384200016,30.14219551618924,2059.023565369426
367,119.71912384200016,30.14219551618924,2042.162022400677
368,119.81912384200017,30.14219551618924,2025.3004794319254
369,119.91912384200016,30.14219551618924,2008.4389364631766
393,115.81912384200017,30.24219551618924,1855.1815656764072
394,115.91912384200016,30.24219551618924,1852.2460773951575
395,116.01912384200016,30.24219551618924,1865.5372439569237
396,116.11912384200016,30.24219551618924,1885.1800955194255
397,116.21912384200016,30.24219551618924,1904.8229470819244
398,116.31912384200017,30.24219551618924,1899.6323698675963
399,116.41912384200016,30.24219551618924,1883.3492253363472
400,116.51912384200016,30.24219551618924,1867.0660808050982
401,116.61912384200016,30.24219551618924,1871.490367704355
402,116.71912384200016,30.24219551618924,1886.4027700481042
403,116.81912384200017,30.24219551618924,1901.3151723918554
404,116.91912384200016,30.24219551618924,1925.6381474637542
405,117.01912384200016,30.24219551618924,1961.8781865262522
406,117.11912384200016,30.24219551618924,1998.1182255887554
407,117.21912384200016,30.24219551618924,2027.6647047551824
408,117.31912384200017,30.24219551618924,2033.296150067683
409,117.41912384200016,30.24219551618924,2038.9275953801825
410,117.51912384200016,30.24219551618924,2044.4341567752458
411,117.61912384200016,30.24219551618924,2049.412574743996
412,117.71912384200016,30.24219551618924,2054.390992712746
413,117.81912384200017,30.24219551618924,2056.4739307807477
414,117.91912384200016,30.24219551618924,2043.7748292182482
415,118.01912384200016,30.24219551618924,2031.0757276557488
416,118.11912384200016,30.24219551618924,2018.376626093248
417,118.21912384200016,30.24219551618924,2074.391311766436
418,118.31912384200017,30.24219551618924,2134.6958039539413
419,118.41912384200016,30.24219551618924,2195.0002961414375
420,118.51912384200016,30.24219551618924,2229.4819551824166
421,118.61912384200016,30.24219551618924,2253.855646588669
422,118.71912384200016,30.24219551618924,2278.229337994918
423,118.81912384200017,30.24219551618924,2244.844267588113
424,118.91912384200016,30.24219551618924,2185.6595800881164
429,119.41912384200016,30.24219551618924,2104.459983826979
430,119.51912384200016,30.24219551618924,2075.8118783582304
431,119.61912384200016,30.24219551618924,2047.1637728894782
432,119.71912384200016,30.24219551618924,2023.3928817756764
433,119.81912384200017,30.24219551618924,2006.531338806925
434,119.91912384200016,30.24219551618924,1989.669795838176
435,120.01912384200016,30.24219551618924,1974.7160727462153
436,120.11912384200016,30.24219551618924,1967.8306625899645
437,120.21912384200016,30.24219551618924,1960.945252433715
459,115.91912384200016,30.34219551618924,1858.8362380975495
460,116.01912384200016,30.34219551618924,1878.4790896600484
461,116.11912384200016,30.34219551618924,1898.1219412225503
462,116.21912384200016,30.34219551618924,1917.764792785049
463,116.31912384200017,30.34219551618924,1912.5742155707208
464,116.41912384200016,30.34219551618924,1896.2910710394717
465,116.51912384200016,30.34219551618924,1880.0079265082227
466,116.61912384200016,30.34219551618924,1863.7247819769714
467,116.71912384200016,30.34219551618924,1860.3501821574798
468,116.81912384200017,30.34219551618924,1875.2625845012312
469,116.91912384200016,30.34219551618924,1899.5855595731298
470,117.01912384200016,30.34219551618924,1935.825598635628
471,117.11912384200016,30.34219551618924,1957.7199293645592
472,117.21912384200016,30.34219551618924,1963.3513746770586
473,117.31912384200017,30.34219551618924,1968.9828199895592
474,117.41912384200016,30.34219551618924,1974.6142653020588
475,117.51912384200016,30.34219551618924,1980.1208266971223
476,117.61912384200016,30.34219551618924,1985.0992446658724
477,117.71912384200016,30.34219551618924,1990.0776626346224
478,117.81912384200017,30.34219551618924,1995.0560806033727
479,117.91912384200016,30.34219551618924,2000.0344985721224
480,118.01912384200016,30.34219551618924,1988.8592969916874
481,118.11912384200016,30.34219551618924,1976.1601954291864
482,118.21912384200016,30.34219551618924,2032.1748811023742
483,118.31912384200017,30.34219551618924,2092.4793732898797
484,118.41912384200016,30.34219551618924,2117.9783321355453
485,118.51912384200016,30.34219551618924,2142.3520235417936
486,118.61912384200016,30.34219551618924,2166.7257149480456
487,118.71912384200016,30.34219551618924,2191.0994063542944
488,118.81912384200017,30.34219551618924,2157.7143359474894
489,118.91912384200016,30.34219551618924,2098.529648447493
490,119.01912384200016,30.34219551618924,2087.1195120182465
491,119.11912384200016,30.34219551618924,2094.410019830747
492,119.21912384200016,30.34219551618924,2101.700527643247
493,119.31912384200017,30.34219551618924,2108.991035455747
494,119.41912384200016,30.34219551618924,2100.4240463269794
495,119.51912384200016,30.34219551618924,2071.7759408582306
496,119.61912384200016,30.34219551618924,2043.1278353894784
497,119.71912384200016,30.34219551618924,2014.47972992073
498,119.81912384200017,30.34219551618924,1987.7621981819257
499,119.91912384200016,30.34219551618924,1970.9006552131766
500,120.01912384200016,30.34219551618924,1955.946932121216
501,120.11912384200016,30.34219551618924,1949.061521964965
502,120.21912384200016,30.34219551618924,1941.1066653138987
503,120.31912384200017,30.34219551618924,1929.3308450013978
504,120.41912384200016,30.34219551618924,1917.5550246888984
507,120.71912384200016,30.34219551618924,1891.5660276450312
508,120.81912384200017,30.34219551618924,1889.711672176281
509,120.91912384200016,30.34219551618924,1877.930573820501
524,115.91912384200016,30.44219551618924,1871.7780838006747
525,116.01912384200016,30.44219551618924,1891.4209353631736
526,116.11912384200016,30.44219551618924,1911.0637869256752
527,116.21912384200016,30.44219551618924,1930.7066384881743
528,116.31912384200017,30.44219551618924,1925.516061273846
529,116.41912384200016,30.44219551618924,1909.2329167425971
530,116.51912384200016,30.44219551618924,1892.9497722113479
531,116.61912384200016,30.44219551618924,1876.6666276800966
532,116.71912384200016,30.44219551618924,1860.3834831488475
533,116.81912384200017,30.44219551618924,1849.2099966106057
534,116.91912384200016,30.44219551618924,1873.5329716825045
535,117.01912384200016,30.44219551618924,1887.7751539739327
536,117.11912384200016,30.44219551618924,1893.406599286433
537,117.21912384200016,30.44219551618924,1899.0380445989329
538,117.31912384200017,30.44219551618924,1904.6694899114332
539,117.41912384200016,30.44219551618924,1910.3009352239333
540,117.51912384200016,30.44219551618924,1915.807496618996
541,117.61912384200016,30.44219551618924,1920.7859145877464
542,117.71912384200016,30.44219551618924,1925.7643325564964
543,117.81912384200017,30.44219551618924,1930.7427505252467
544,117.91912384200016,30.44219551618924,1935.7211684939964
545,118.01912384200016,30.44219551618924,1940.699586462746
546,118.11912384200016,30.44219551618924,1933.9437647651232
547,118.21912384200016,30.44219551618924,1982.101017682418
548,118.31912384200017,30.44219551618924,2006.4747090886704
549,118.41912384200016,30.44219551618924,2030.8484004949191
550,118.51912384200016,30.44219551618924,2055.2220919011675
551,118.61912384200016,30.44219551618924,2079.5957833074194
552,118.71912384200016,30.44219551618924,2103.969474713668
553,118.81912384200017,30.44219551618924,2070.5844043068632
554,118.91912384200016,30.44219551618924,2075.7930667057467
555,119.01912384200016,30.44219551618924,2083.083574518246
556,119.11912384200016,30.44219551618924,2090.374082330747
557,119.21912384200016,30.44219551618924,2097.6645901432466
