grid_id,lon_center,lat_center
8,116.31912384200015,29.642195516189236
9,116.41912384200016,29.642195516189236
10,116.51912384200016,29.642195516189236
67,115.71912384200016,29.742195516189238
68,115.81912384200015,29.742195516189238
69,115.91912384200016,29.742195516189238
70,116.01912384200016,29.742195516189238
71,116.11912384200015,29.742195516189238
72,116.21912384200016,29.742195516189238
73,116.31912384200015,29.742195516189238
74,116.41912384200016,29.742195516189238
75,116.51912384200016,29.742195516189238
76,116.61912384200015,29.742195516189238
77,116.71912384200016,29.742195516189238
130,115.51912384200016,29.842195516189236
131,115.61912384200015,29.842195516189236
132,115.71912384200016,29.842195516189236
133,115.81912384200015,29.842195516189236
134,115.91912384200016,29.842195516189236
135,116.01912384200016,29.842195516189236
136,116.11912384200015,29.842195516189236
137,116.21912384200016,29.842195516189236
138,116.31912384200015,29.842195516189236
139,116.41912384200016,29.842195516189236
140,116.51912384200016,29.842195516189236
141,116.61912384200015,29.842195516189236
142,116.71912384200016,29.842195516189236
143,116.81912384200015,29.842195516189236
144,116.91912384200016,29.842195516189236
145,117.01912384200016,29.842195516189236
146,117.11912384200015,29.842195516189236
195,115.51912384200016,29.942195516189237
196,115.61912384200015,29.942195516189237
197,115.71912384200016,29.942195516189237
198,115.81912384200015,29.942195516189237
199,115.91912384200016,29.942195516189237
200,116.01912384200016,29.942195516189237
201,116.11912384200015,29.942195516189237
202,116.21912384200016,29.942195516189237
203,116.31912384200015,29.942195516189237
204,116.41912384200016,29.942195516189237
205,116.51912384200016,29.942195516189237
206,116.61912384200015,29.942195516189237
207,116.71912384200016,29.942195516189237
208,116.81912384200015,29.942195516189237
209,116.91912384200016,29.942195516189237
210,117.01912384200016,29.942195516189237
211,117.11912384200015,29.942195516189237
212,117.21912384200016,29.942195516189237
218,117.81912384200015,29.942195516189237
219,117.91912384200016,29.942195516189237
260,115.51912384200016,30.042195516189235
261,115.61912384200015,30.042195516189235
262,115.71912384200016,30.042195516189235
263,115.81912384200015,30.042195516189235
264,115.91912384200016,30.042195516189235
265,116.01912384200016,30.042195516189235
266,116.11912384200015,30.042195516189235
267,116.21912384200016,30.042195516189235
268,116.31912384200015,30.042195516189235
269,116.41912384200016,30.042195516189235
270,116.51912384200016,30.042195516189235
271,116.61912384200015,30.042195516189235
272,116.71912384200016,30.042195516189235
273,116.81912384200015,30.042195516189235
274,116.91912384200016,30.042195516189235
275,117.01912384200016,30.042195516189235
276,117.11912384200015,30.042195516189235
277,117.21912384200016,30.042195516189235
278,117.31912384200015,30.042195516189235
279,117.41912384200016,30.042195516189235
280,117.51912384200016,30.042195516189235
281,117.61912384200015,30.042195516189235
282,117.71912384200016,30.042195516189235
283,117.81912384200015,30.042195516189235
284,117.91912384200016,30.042195516189235
285,118.01912384200016,30.042195516189235
286,118.11912384200015,30.042195516189235
287,118.21912384200016,30.042195516189235
288,118.31912384200015,30.042195516189235
326,115.61912384200015,30.142195516189236
327,115.71912384200016,30.142195516189236
328,115.81912384200015,30.142195516189236
329,115.91912384200016,30.142195516189236
330,116.01912384200016,30.142195516189236
331,116.11912384200015,30.142195516189236
332,116.21912384200016,30.142195516189236
333,116.31912384200015,30.142195516189236
334,116.41912384200016,30.142195516189236
335,116.51912384200016,30.142195516189236
336,116.61912384200015,30.142195516189236
337,116.71912384200016,30.142195516189236
338,116.81912384200015,30.142195516189236
339,116.91912384200016,30.142195516189236
340,117.01912384200016,30.142195516189236
341,117.11912384200015,30.142195516189236
342,117.21912384200016,30.142195516189236
343,117.31912384200015,30.142195516189236
344,117.41912384200016,30.142195516189236
345,117.51912384200016,30.142195516189236
346,117.61912384200015,30.142195516189236
347,117.71912384200016,30.142195516189236
348,117.81912384200015,30.142195516189236
349,117.91912384200016,30.142195516189236
350,118.01912384200016,30.142195516189236
351,118.11912384200015,30.142195516189236
352,118.21912384200016,30.142195516189236
353,118.31912384200015,30.142195516189236
354,118.41912384200016,30.142195516189236
355,118.51912384200016,30.142195516189236
356,118.61912384200015,30.142195516189236
357,118.71912384200016,30.142195516189236
358,118.81912384200015,30.142195516189236
365,119.51912384200016,30.142195516189236
366,119.61912384200015,30.142195516189236
367,119.71912384200016,30.142195516189236
368,119.81912384200015,30.142195516189236
369,119.91912384200016,30.142195516189236
393,115.81912384200015,30.242195516189238
394,115.91912384200016,30.242195516189238
395,116.01912384200016,30.242195516189238
396,116.11912384200015,30.242195516189238
397,116.21912384200016,30.242195516189238
398,116.31912384200015,30.242195516189238
399,116.41912384200016,30.242195516189238
400,116.51912384200016,30.242195516189238
401,116.61912384200015,30.242195516189238
402,116.71912384200016,30.242195516189238
403,116.81912384200015,30.242195516189238
404,116.91912384200016,30.242195516189238
405,117.01912384200016,30.242195516189238
406,117.11912384200015,30.242195516189238
407,117.21912384200016,30.242195516189238
408,117.31912384200015,30.242195516189238
409,117.41912384200016,30.242195516189238
410,117.51912384200016,30.242195516189238
411,117.61912384200015,30.242195516189238
412,117.71912384200016,30.242195516189238
413,117.81912384200015,30.242195516189238
414,117.91912384200016,30.242195516189238
415,118.01912384200016,30.242195516189238
416,118.11912384200015,30.242195516189238
417,118.21912384200016,30.242195516189238
418,118.31912384200015,30.242195516189238
419,118.41912384200016,30.242195516189238
420,118.51912384200016,30.242195516189238
421,118.61912384200015,30.242195516189238
422,118.71912384200016,30.242195516189238
423,118.81912384200015,30.242195516189238
424,118.91912384200016,30.242195516189238
429,119.41912384200016,30.242195516189238
430,119.51912384200016,30.242195516189238
431,119.61912384200015,30.242195516189238
432,119.71912384200016,30.242195516189238
433,119.81912384200015,30.242195516189238
434,119.91912384200016,30.242195516189238
435,120.01912384200016,30.242195516189238
436,120.11912384200015,30.242195516189238
437,120.21912384200016,30.242195516189238
459,115.91912384200016,30.342195516189236
460,116.01912384200016,30.342195516189236
461,116.11912384200015,30.342195516189236
462,116.21912384200016,30.342195516189236
463,116.31912384200015,30.342195516189236
464,116.41912384200016,30.342195516189236
465,116.51912384200016,30.342195516189236
466,116.61912384200015,30.342195516189236
467,116.71912384200016,30.342195516189236
468,116.81912384200015,30.342195516189236
469,116.91912384200016,30.342195516189236
470,117.01912384200016,30.342195516189236
471,117.11912384200015,30.342195516189236
472,117.21912384200016,30.342195516189236
473,117.31912384200015,30.342195516189236
474,117.41912384200016,30.342195516189236
475,117.51912384200016,30.342195516189236
476,117.61912384200015,30.342195516189236
477,117.71912384200016,30.342195516189236
478,117.81912384200015,30.342195516189236
479,117.91912384200016,30.342195516189236
480,118.01912384200016,30.342195516189236
481,118.11912384200015,30.342195516189236
482,118.21912384200016,30.342195516189236
483,118.31912384200015,30.342195516189236
484,118.41912384200016,30.342195516189236
485,118.51912384200016,30.342195516189236
486,118.61912384200015,30.342195516189236
487,118.71912384200016,30.342195516189236
488,118.81912384200015,30.342195516189236
489,118.91912384200016,30.342195516189236
490,119.01912384200016,30.342195516189236
491,119.11912384200015,30.342195516189236
492,119.21912384200016,30.342195516189236
493,119.31912384200015,30.342195516189236
494,119.41912384200016,30.342195516189236
495,119.51912384200016,30.342195516189236
496,119.61912384200015,30.342195516189236
497,119.71912384200016,30.342195516189236
498,119.81912384200015,30.342195516189236
499,119.91912384200016,30.342195516189236
500,120.01912384200016,30.342195516189236
501,120.11912384200015,30.342195516189236
502,120.21912384200016,30.342195516189236
503,120.31912384200015,30.342195516189236
504,120.41912384200016,30.342195516189236
507,120.71912384200016,30.342195516189236
508,120.81912384200015,30.342195516189236
509,120.91912384200016,30.342195516189236
524,115.91912384200016,30.442195516189237
525,116.01912384200016,30.442195516189237
526,116.11912384200015,30.442195516189237
527,116.21912384200016,30.442195516189237
528,116.31912384200015,30.442195516189237
529,116.41912384200016,30.442195516189237
530,116.51912384200016,30.442195516189237
531,116.61912384200015,30.442195516189237
532,116.71912384200016,30.442195516189237
533,116.81912384200015,30.442195516189237
534,116.91912384200016,30.442195516189237
535,117.01912384200016,30.442195516189237
536,117.11912384200015,30.442195516189237
537,117.21912384200016,30.442195516189237
538,117.31912384200015,30.442195516189237
539,117.41912384200016,30.442195516189237
540,117.51912384200016,30.442195516189237
541,117.61912384200015,30.442195516189237
542,117.71912384200016,30.442195516189237
543,117.81912384200015,30.442195516189237
544,117.91912384200016,30.442195516189237
545,118.01912384200016,30.442195516189237
546,118.11912384200015,30.442195516189237
547,118.21912384200016,30.442195516189237
