grid_id,lon_center,lat_center,T_SAND,T_CLAY,T_SILT,T_OC,T_OM,T_GRAVEL,T_ECE,T_REF_BULK_DENSITY,wilting_point,field_capacity,saturation,available_water,sat_hydraulic_cond,matric_bulk_density,b_parameter,lambda_param,air_entry_tension,bulk_density_normal,compaction_factor
624.0,119.4191,30.5422,28.0,50.0,22.0,3.07,5.29268,10.0,0.1,1.25,0.3015522896800001,0.4164409373191693,0.5042473500199693,0.11488864763916923,1.3757554625418529,1.3137445224470812,11.82372522086537,0.08457571377211105,4.155456687133819,1.3137445224470812,1.0
625.0,119.5191,30.5422,28.0,50.0,22.0,3.07,5.29268,10.0,0.1,1.25,0.3015522896800001,0.4164409373191693,0.5042473500199693,0.11488864763916923,1.3757554625418529,1.3137445224470812,11.82372522086537,0.08457571377211105,4.155456687133819,1.3137445224470812,1.0
626.0,119.6191,30.5422,29.0,21.0,50.0,1.12,1.9308800000000002,10.0,0.3,1.38,0.139104047104,0.29999754977002047,0.4559611858148205,0.16089350266602045,9.12383391149835,1.4417028575907256,4.96610803261814,0.20136493073284964,7.025616026225915,1.4417028575907256,1.0
627.0,119.7191,30.5422,50.0,23.0,27.0,1.8,3.1032,25.0,0.1,1.41,0.15775864048000002,0.2806373380363316,0.4605408090443317,0.1228786975563316,9.705321868484134,1.429566856032521,6.626272624199056,0.15091440644141532,2.4100570142465956,1.429566856032521,1.0
628.0,119.8191,30.5422,50.0,23.0,27.0,1.8,3.1032,25.0,0.1,1.41,0.15775864048000002,0.2806373380363316,0.4605408090443317,0.1228786975563316,9.705321868484134,1.429566856032521,6.626272624199056,0.15091440644141532,2.4100570142465956,1.429566856032521,1.0
629.0,119.9191,30.5422,29.0,21.0,50.0,1.12,1.9308800000000002,10.0,0.3,1.38,0.139104047104,0.29999754977002047,0.4559611858148205,0.16089350266602045,9.12383391149835,1.4417028575907256,4.96610803261814,0.20136493073284964,7.025616026225915,1.4417028575907256,1.0
630.0,120.0191,30.5422,29.0,21.0,50.0,1.12,1.9308800000000002,10.0,0.3,1.38,0.139104047104,0.29999754977002047,0.4559611858148205,0.16089350266602045,9.12383391149835,1.4417028575907256,4.96610803261814,0.20136493073284964,7.025616026225915,1.4417028575907256,1.0
631.0,120.1191,30.5422,14.0,39.0,47.0,0.8,1.3792,4.0,0.2,1.26,0.23482522144000004,0.38660147579466836,0.4900243276346683,0.15177625435466832,2.7026653043799573,1.351435531768129,7.655582664354592,0.1306236303418331,8.791810410109907,1.351435531768129,1.0
632.0,120.2191,30.5422,14.0,39.0,47.0,0.8,1.3792,4.0,0.2,1.26,0.23482522144000004,0.38660147579466836,0.4900243276346683,0.15177625435466832,2.7026653043799573,1.351435531768129,7.655582664354592,0.1306236303418331,8.791810410109907,1.351435531768129,1.0
633.0,120.3191,30.5422,29.0,21.0,50.0,1.12,1.9308800000000002,10.0,0.3,1.38,0.139104047104,0.29999754977002047,0.4559611858148205,0.16089350266602045,9.12383391149835,1.4417028575907256,4.96610803261814,0.20136493073284964,7.025616026225915,1.4417028575907256,1.0
634.0,120.4191,30.5422,32.0,24.0,44.0,1.2,2.0688,5.0,0.1,1.36,0.15634731136,0.307370975418969,0.458484006586969,0.15102366405896903,8.626132060462519,1.4350173825445323,5.646229360370288,0.17710934788069227,6.070118011332451,1.4350173825445323,1.0
635.0,120.5191,30.5422,32.0,24.0,44.0,1.2,2.0688,5.0,0.1,1.36,0.15634731136,0.307370975418969,0.458484006586969,0.15102366405896903,8.626132060462519,1.4350173825445323,5.646229360370288,0.17710934788069227,6.070118011332451,1.4350173825445323,1.0
636.0,120.6191,30.5422,32.0,24.0,44.0,1.2,2.0688,5.0,0.1,1.36,0.15634731136,0.307370975418969,0.458484006586969,0.15102366405896903,8.626132060462519,1.4350173825445323,5.646229360370288,0.17710934788069227,6.070118011332451,1.4350173825445323,1.0
637.0,120.7191,30.5422,32.0,24.0,44.0,1.2,2.0688,5.0,0.1,1.36,0.15634731136,0.307370975418969,0.458484006586969,0.15102366405896903,8.626132060462519,1.4350173825445323,5.646229360370288,0.17710934788069227,6.070118011332451,1.4350173825445323,1.0
638.0,120.8191,30.5422,32.0,24.0,44.0,1.2,2.0688,5.0,0.1,1.36,0.15634731136,0.307370975418969,0.458484006586969,0.15102366405896903,8.626132060462519,1.4350173825445323,5.646229360370288,0.17710934788069227,6.070118011332451,1.4350173825445323,1.0
639.0,120.9191,30.5422,32.0,24.0,44.0,1.2,2.0688,5.0,0.1,1.36,0.15634731136,0.307370975418969,0.458484006586969,0.15102366405896903,8.626132060462519,1.4350173825445323,5.646229360370288,0.17710934788069227,6.070118011332451,1.4350173825445323,1.0
640.0,121.0191,30.5422,,,,,,,,,,,,,,,,,,,1.0
653.0,115.8191,30.6422,41.0,22.0,37.0,0.74,1.27576,4.0,0.1,1.4,0.14080246561600002,0.2735558826256133,0.42803960219041337,0.1327534170096133,9.268712637826177,1.5156950541954046,5.746780835162894,0.1740104640638614,4.99013470914322,1.5156950541954046,1.0
654.0,115.9191,30.6422,41.0,22.0,37.0,0.74,1.27576,4.0,0.1,1.4,0.14080246561600002,0.2735558826256133,0.42803960219041337,0.1327534170096133,9.268712637826177,1.5156950541954046,5.746780835162894,0.1740104640638614,4.99013470914322,1.5156950541954046,1.0
655.0,116.0191,30.6422,42.0,21.0,37.0,1.39,2.3963599999999996,19.0,0.1,1.41,0.141943900648,0.27884867297507016,0.45453097847427015,0.13690477232707016,10.53008618039661,1.4454929070431841,5.652401984906904,0.176915938156948,3.9098272680439505,1.4454929070431841,1.0
656.0,116.1191,30.6422,42.0,21.0,37.0,1.39,2.3963599999999996,19.0,0.1,1.41,0.141943900648,0.27884867297507016,0.45453097847427015,0.13690477232707016,10.53008618039661,1.4454929070431841,5.652401984906904,0.176915938156948,3.9098272680439505,1.4454929070431841,1.0
657.0,116.2191,30.6422,42.0,21.0,37.0,1.39,2.3963599999999996,19.0,0.1,1.41,0.141943900648,0.27884867297507016,0.45453097847427015,0.13690477232707016,10.53008618039661,1.4454929070431841,5.652401984906904,0.176915938156948,3.9098272680439505,1.4454929070431841,1.0
658.0,116.3191,30.6422,42.0,21.0,37.0,1.39,2.3963599999999996,19.0,0.1,1.41,0.141943900648,0.27884867297507016,0.45453097847427015,0.13690477232707016,10.53008618039661,1.4454929070431841,5.652401984906904,0.176915938156948,3.9098272680439505,1.4454929070431841,1.0
659.0,116.4191,30.6422,42.0,20.0,38.0,1.45,2.4998,10.0,0.1,1.41,0.137070226,0.27560087269268374,0.45732805880468375,0.13853064669268375,13.564279971648725,1.438080644167588,5.464466279138466,0.1830004887792374,3.803601332655623,1.438080644167588,1.0
660.0,116.5191,30.6422,29.0,21.0,50.0,1.12,1.9308800000000002,10.0,0.3,1.38,0.139104047104,0.29999754977002047,0.4559611858148205,0.16089350266602045,9.12383391149835,1.4417028575907256,4.96610803261814,0.20136493073284964,7.025616026225915,1.4417028575907256,1.0
661.0,116.6191,30.6422,40.0,27.0,33.0,0.83,1.43092,5.0,0.1,1.36,0.169991067112,0.3006650492809041,0.4368097355321041,0.1306739821689041,6.080610160856897,1.492454200839924,6.693040564151982,0.14940892564674027,5.007582504481474,1.492454200839924,1.0
662.0,116.7191,30.6422,29.0,21.0,50.0,1.12,1.9308800000000002,10.0,0.3,1.38,0.139104047104,0.29999754977002047,0.4559611858148205,0.16089350266602045,9.12383391149835,1.4417028575907256,4.96610803261814,0.20136493073284964,7.025616026225915,1.4417028575907256,1.0
663.0,116.8191,30.6422,51.0,23.0,26.0,1.02,1.75848,1.0,0.1,1.41,0.149316845632,0.2644575514008558,0.43028604858165576,0.1151407057688558,11.346756323607963,1.5097419712586122,6.677124848626107,0.14976505946354457,2.946054210322954,1.5097419712586122,1.0
664.0,116.9191,30.6422,51.0,23.0,26.0,1.02,1.75848,1.0,0.1,1.41,0.149316845632,0.2644575514008558,0.43028604858165576,0.1151407057688558,11.346756323607963,1.5097419712586122,6.677124848626107,0.14976505946354457,2.946054210322954,1.5097419712586122,1.0
665.0,117.0191,30.6422,42.0,21.0,37.0,1.39,2.3963599999999996,19.0,0.1,1.41,0.141943900648,0.27884867297507016,0.45453097847427015,0.13690477232707016,10.53008618039661,1.4454929070431841,5.652401984906904,0.176915938156948,3.9098272680439505,1.4454929070431841,1.0
666.0,117.1191,30.6422,,,,,,,,,,,,,,,,,,,1.0
667.0,117.2191,30.6422,79.0,6.0,15.0,0.41,0.7068399999999999,10.0,0.4,1.66,0.03810001199199999,0.10156454257801457,0.41301456885641463,0.06346453058601459,67.44033163953473,1.555511392530501,3.8926987450967445,0.25689118667597977,1.0,1.555511392530501,1.0
668.0,117.3191,30.6422,37.0,23.0,40.0,1.07,1.84468,4.0,0.1,1.38,0.149725417072,0.29159423410924507,0.44663152657164495,0.14186881703724508,9.373917434606703,1.4664264545851409,5.725983996580326,0.17464247203576194,5.300244810439021,1.4664264545851409,1.0
669.0,117.4191,30.6422,40.0,27.0,33.0,0.83,1.43092,5.0,0.1,1.36,0.169991067112,0.3006650492809041,0.4368097355321041,0.1306739821689041,6.080610160856897,1.492454200839924,6.693040564151982,0.14940892564674027,5.007582504481474,1.492454200839924,1.0
670.0,117.5191,30.6422,40.0,27.0,33.0,0.83,1.43092,5.0,0.1,1.36,0.169991067112,0.3006650492809041,0.4368097355321041,0.1306739821689041,6.080610160856897,1.492454200839924,6.693040564151982,0.14940892564674027,5.007582504481474,1.492454200839924,1.0
671.0,117.6191,30.6422,42.0,21.0,37.0,1.39,2.3963599999999996,19.0,0.1,1.41,0.141943900648,0.27884867297507016,0.45453097847427015,0.13690477232707016,10.53008618039661,1.4454929070431841,5.652401984906904,0.176915938156948,3.9098272680439505,1.4454929070431841,1.0
672.0,117.7191,30.6422,37.0,23.0,40.0,1.07,1.84468,4.0,0.1,1.38,0.149725417072,0.29159423410924507,0.44663152657164495,0.14186881703724508,9.373917434606703,1.4664264545851409,5.725983996580326,0.17464247203576194,5.300244810439021,1.4664264545851409,1.0
673.0,117.8191,30.6422,50.0,23.0,27.0,1.8,3.1032,25.0,0.1,1.41,0.15775864048000002,0.2806373380363316,0.4605408090443317,0.1228786975563316,9.705321868484134,1.429566856032521,6.626272624199056,0.15091440644141532,2.4100570142465956,1.429566856032521,1.0
674.0,117.9191,30.6422,29.0,21.0,50.0,1.12,1.9308800000000002,10.0,0.3,1.38,0.139104047104,0.29999754977002047,0.4559611858148205,0.16089350266602045,9.12383391149835,1.4417028575907256,4.96610803261814,0.20136493073284964,7.025616026225915,1.4417028575907256,1.0
675.0,118.0191,30.6422,42.0,21.0,37.0,1.39,2.3963599999999996,19.0,0.1,1.41,0.141943900648,0.27884867297507016,0.45453097847427015,0.13690477232707016,10.53008618039661,1.4454929070431841,5.652401984906904,0.176915938156948,3.9098272680439505,1.4454929070431841,1.0
676.0,118.1191,30.6422,28.0,50.0,22.0,3.07,5.29268,10.0,0.1,1.25,0.3015522896800001,0.4164409373191693,0.5042473500199693,0.11488864763916923,1.3757554625418529,1.3137445224470812,11.82372522086537,0.08457571377211105,4.155456687133819,1.3137445224470812,1.0
677.0,118.2191,30.6422,28.0,50.0,22.0,3.07,5.29268,10.0,0.1,1.25,0.3015522896800001,0.4164409373191693,0.5042473500199693,0.11488864763916923,1.3757554625418529,1.3137445224470812,11.82372522086537,0.08457571377211105,4.155456687133819,1.3137445224470812,1.0
678.0,118.3191,30.6422,29.0,21.0,50.0,1.12,1.9308800000000002,10.0,0.3,1.38,0.139104047104,0.29999754977002047,0.4559611858148205,0.16089350266602045,9.12383391149835,1.4417028575907256,4.96610803261814,0.20136493073284964,7.025616026225915,1.4417028575907256,1.0
679.0,118.4191,30.6422,42.0,21.0,37.0,1.39,2.3963599999999996,19.0,0.1,1.41,0.141943900648,0.27884867297507016,0.45453097847427015,0.13690477232707016,10.53008618039661,1.4454929070431841,5.652401984906904,0.176915938156948,3.9098272680439505,1.4454929070431841,1.0
680.0,118.5191,30.6422,50.0,23.0,27.0,1.8,3.1032,25.0,0.1,1.41,0.15775864048000002,0.2806373380363316,0.4605408090443317,0.1228786975563316,9.705321868484134,1.429566856032521,6.626272624199056,0.15091440644141532,2.4100570142465956,1.429566856032521,1.0
681.0,118.6191,30.6422,46.0,21.0,33.0,1.09,1.8791600000000002,28.0,0.1,1.41,0.138762922168,0.2653931896874929,0.43772811265549305,0.1266302675194929,8.410895315270901,1.4900205014629433,5.885941617119435,0.1698963504992082,3.6096225466841316,1.4900205014629433,1.0
682.0,118.7191,30.6422,28.0,50.0,22.0,3.07,5.29268,10.0,0.1,1.25,0.3015522896800001,0.4164409373191693,0.5042473500199693,0.11488864763916923,1.3757554625418529,1.3137445224470812,11.82372522086537,0.08457571377211105,4.155456687133819,1.3137445224470812,1.0
683.0,118.8191,30.6422,28.0,50.0,22.0,3.07,5.29268,10.0,0.1,1.25,0.3015522896800001,0.4164409373191693,0.5042473500199693,0.11488864763916923,1.3757554625418529,1.3137445224470812,11.82372522086537,0.08457571377211105,4.155456687133819,1.3137445224470812,1.0
684.0,118.9191,30.6422,51.0,23.0,26.0,1.02,1.75848,1.0,0.1,1.41,0.149316845632,0.2644575514008558,0.43028604858165576,0.1151407057688558,11.346756323607963,1.5097419712586122,6.677124848626107,0.14976505946354457,2.946054210322954,1.5097419712586122,1.0
685.0,119.0191,30.6422,51.0,23.0,26.0,1.02,1.75848,1.0,0.1,1.41,0.149316845632,0.2644575514008558,0.43028604858165576,0.1151407057688558,11.346756323607963,1.5097419712586122,6.677124848626107,0.14976505946354457,2.946054210322954,1.5097419712586122,1.0
686.0,119.1191,30.6422,28.0,50.0,22.0,3.07,5.29268,10.0,0.1,1.25,0.3015522896800001,0.4164409373191693,0.5042473500199693,0.11488864763916923,1.3757554625418529,1.3137445224470812,11.82372522086537,0.08457571377211105,4.155456687133819,1.3137445224470812,1.0
687.0,119.2191,30.6422,28.0,50.0,22.0,3.07,5.29268,10.0,0.1,1.25,0.3015522896800001,0.4164409373191693,0.5042473500199693,0.11488864763916923,1.3757554625418529,1.3137445224470812,11.82372522086537,0.08457571377211105,4.155456687133819,1.3137445224470812,1.0
688.0,119.3191,30.6422,28.0,50.0,22.0,3.07,5.29268,10.0,0.1,1.25,0.3015522896800001,0.4164409373191693,0.5042473500199693,0.11488864763916923,1.3757554625418529,1.3137445224470812,11.82372522086537,0.08457571377211105,4.155456687133819,1.3137445224470812,1.0
689.0,119.4191,30.6422,28.0,50.0,22.0,3.07,5.29268,10.0,0.1,1.25,0.3015522896800001,0.4164409373191693,0.5042473500199693,0.11488864763916923,1.3757554625418529,1.3137445224470812,11.82372522086537,0.08457571377211105,4.155456687133819,1.3137445224470812,1.0
690.0,119.5191,30.6422,28.0,50.0,22.0,3.07,5.29268,10.0,0.1,1.25,0.3015522896800001,0.4164409373191693,0.5042473500199693,0.11488864763916923,1.3757554625418529,1.3137445224470812,11.82372522086537,0.08457571377211105,4.155456687133819,1.3137445224470812,1.0
691.0,119.6191,30.6422,29.0,21.0,50.0,1.12,1.9308800000000002,10.0,0.3,1.38,0.139104047104,0.29999754977002047,0.4559611858148205,0.16089350266602045,9.12383391149835,1.4417028575907256,4.96610803261814,0.20136493073284964,7.025616026225915,1.4417028575907256,1.0
692.0,119.7191,30.6422,50.0,23.0,27.0,1.8,3.1032,25.0,0.1,1.41,0.15775864048000002,0.2806373380363316,0.4605408090443317,0.1228786975563316,9.705321868484134,1.429566856032521,6.626272624199056,0.15091440644141532,2.4100570142465956,1.429566856032521,1.0
693.0,119.8191,30.6422,50.0,23.0,27.0,1.8,3.1032,25.0,0.1,1.41,0.15775864048000002,0.2806373380363316,0.4605408090443317,0.1228786975563316,9.705321868484134,1.429566856032521,6.626272624199056,0.15091440644141532,2.4100570142465956,1.429566856032521,1.0
694.0,119.9191,30.6422,28.0,50.0,22.0,3.07,5.29268,10.0,0.1,1.25,0.3015522896800001,0.4164409373191693,0.5042473500199693,0.11488864763916923,1.3757554625418529,1.3137445224470812,11.82372522086537,0.08457571377211105,4.155456687133819,1.3137445224470812,1.0
695.0,120.0191,30.6422,28.0,50.0,22.0,3.07,5.29268,10.0,0.1,1.25,0.3015522896800001,0.4164409373191693,0.5042473500199693,0.11488864763916923,1.3757554625418529,1.3137445224470812,11.82372522086537,0.08457571377211105,4.155456687133819,1.3137445224470812,1.0
696.0,120.1191,30.6422,29.0,21.0,50.0,1.12,1.9308800000000002,10.0,0.3,1.38,0.139104047104,0.29999754977002047,0.4559611858148205,0.16089350266602045,9.12383391149835,1.4417028575907256,4.96610803261814,0.20136493073284964,7.025616026225915,1.4417028575907256,1.0
697.0,120.2191,30.6422,14.0,39.0,47.0,0.8,1.3792,4.0,0.2,1.26,0.23482522144000004,0.38660147579466836,0.4900243276346683,0.15177625435466832,2.7026653043799573,1.351435531768129,7.655582664354592,0.1306236303418331,8.791810410109907,1.351435531768129,1.0
698.0,120.3191,30.6422,29.0,21.0,50.0,1.12,1.9308800000000002,10.0,0.3,1.38,0.139104047104,0.29999754977002047,0.4559611858148205,0.16089350266602045,9.12383391149835,1.4417028575907256,4.96610803261814,0.20136493073284964,7.025616026225915,1.4417028575907256,1.0
699.0,120.4191,30.6422,29.0,21.0,50.0,1.12,1.9308800000000002,10.0,0.3,1.38,0.139104047104,0.29999754977002047,0.4559611858148205,0.16089350266602045,9.12383391149835,1.4417028575907256,4.96610803261814,0.20136493073284964,7.025616026225915,1.4417028575907256,1.0
700.0,120.5191,30.6422,14.0,39.0,47.0,0.8,1.3792,4.0,0.2,1.26,0.23482522144000004,0.38660147579466836,0.4900243276346683,0.15177625435466832,2.7026653043799573,1.351435531768129,7.655582664354592,0.1306236303418331,8.791810410109907,1.351435531768129,1.0
701.0,120.6191,30.6422,29.0,21.0,50.0,1.12,1.9308800000000002,10.0,0.3,1.38,0.139104047104,0.29999754977002047,0.4559611858148205,0.16089350266602045,9.12383391149835,1.4417028575907256,4.96610803261814,0.20136493073284964,7.025616026225915,1.4417028575907256,1.0
702.0,120.7191,30.6422,32.0,24.0,44.0,1.2,2.0688,5.0,0.1,1.36,0.15634731136,0.307370975418969,0.458484006586969,0.15102366405896903,8.626132060462519,1.4350173825445323,5.646229360370288,0.17710934788069227,6.070118011332451,1.4350173825445323,1.0
703.0,120.8191,30.6422,32.0,24.0,44.0,1.2,2.0688,5.0,0.1,1.36,0.15634731136,0.307370975418969,0.458484006586969,0.15102366405896903,8.626132060462519,1.4350173825445323,5.646229360370288,0.17710934788069227,6.070118011332451,1.4350173825445323,1.0
704.0,120.9191,30.6422,24.0,44.0,32.0,1.31,2.2584400000000002,2.0,0.1,1.26,0.265049351968,0.3978810006070053,0.4923745916790052,0.13283164863900532,2.03106345040387,1.3452073320506361,9.395287808996155,0.10643633492978068,5.994945159513337,1.3452073320506361,1.0
705.0,121.0191,30.6422,90.0,4.0,6.0,2.41,4.15484,10.0,0.1,1.74,0.06298436564799999,0.11885995112098473,0.5044081892137848,0.05587558547298474,111.10118058664753,1.3133182985834702,6.010009301755564,0.16638909355895562,1.0,1.3133182985834702,1.0
706.0,121.1191,30.6422,29.0,21.0,50.0,1.12,1.9308800000000002,10.0,0.3,1.38,0.139104047104,0.29999754977002047,0.4559611858148205,0.16089350266602045,9.12383391149835,1.4417028575907256,4.96610803261814,0.20136493073284964,7.025616026225915,1.4417028575907256,1.0
707.0,121.2191,30.6422,,,,,,,,,,,,,,,,,,,1.0
718.0,115.8191,30.7422,41.0,22.0,37.0,0.74,1.27576,4.0,0.1,1.4,0.14080246561600002,0.2735558826256133,0.42803960219041337,0.1327534170096133,9.268712637826177,1.5156950541954046,5.746780835162894,0.1740104640638614,4.99013470914322,1.5156950541954046,1.0
719.0,115.9191,30.7422,41.0,22.0,37.0,0.74,1.27576,4.0,0.1,1.4,0.14080246561600002,0.2735558826256133,0.42803960219041337,0.1327534170096133,9.268712637826177,1.5156950541954046,5.746780835162894,0.1740104640638614,4.99013470914322,1.5156950541954046,1.0
720.0,116.0191,30.7422,42.0,21.0,37.0,1.39,2.3963599999999996,19.0,0.1,1.41,0.141943900648,0.27884867297507016,0.45453097847427015,0.13690477232707016,10.53008618039661,1.4454929070431841,5.652401984906904,0.176915938156948,3.9098272680439505,1.4454929070431841,1.0
721.0,116.1191,30.7422,42.0,20.0,38.0,1.45,2.4998,10.0,0.1,1.41,0.137070226,0.27560087269268374,0.45732805880468375,0.13853064669268375,13.564279971648725,1.438080644167588,5.464466279138466,0.1830004887792374,3.803601332655623,1.438080644167588,1.0
722.0,116.2191,30.7422,42.0,20.0,38.0,1.45,2.4998,10.0,0.1,1.41,0.137070226,0.27560087269268374,0.45732805880468375,0.13853064669268375,13.564279971648725,1.438080644167588,5.464466279138466,0.1830004887792374,3.803601332655623,1.438080644167588,1.0
723.0,116.3191,30.7422,42.0,21.0,37.0,1.39,2.3963599999999996,19.0,0.1,1.41,0.141943900648,0.27884867297507016,0.45453097847427015,0.13690477232707016,10.53008618039661,1.4454929070431841,5.652401984906904,0.176915938156948,3.9098272680439505,1.4454929070431841,1.0
724.0,116.4191,30.7422,42.0,21.0,37.0,1.39,2.3963599999999996,19.0,0.1,1.41,0.141943900648,0.27884867297507016,0.45453097847427015,0.13690477232707016,10.53008618039661,1.4454929070431841,5.652401984906904,0.176915938156948,3.9098272680439505,1.4454929070431841,1.0
725.0,116.5191,30.7422,42.0,21.0,37.0,1.39,2.3963599999999996,19.0,0.1,1.41,0.141943900648,0.27884867297507016,0.45453097847427015,0.13690477232707016,10.53008618039661,1.4454929070431841,5.652401984906904,0.176915938156948,3.9098272680439505,1.4454929070431841,1.0
726.0,116.6191,30.7422,29.0,21.0,50.0,1.12,1.9308800000000002,10.0,0.3,1.38,0.139104047104,0.29999754977002047,0.4559611858148205,0.16089350266602045,9.12383391149835,1.4417028575907256,4.96610803261814,0.20136493073284964,7.025616026225915,1.4417028575907256,1.0
727.0,116.7191,30.7422,42.0,20.0,38.0,1.06,1.8274400000000002,4.0,0.1,1.41,0.13285452879999998,0.2681468918493425,0.4399302500829425,0.1352923630493425,12.733157782479143,1.4841848372802022,5.434743813034487,0.18400131347528054,4.3458317581951285,1.4841848372802022,1.0
728.0,116.8191,30.7422,29.0,21.0,50.0,1.12,1.9308800000000002,10.0,0.3,1.38,0.139104047104,0.29999754977002047,0.4559611858148205,0.16089350266602045,9.12383391149835,1.4417028575907256,4.96610803261814,0.20136493073284964,7.025616026225915,1.4417028575907256,1.0
729.0,116.9191,30.7422,29.0,21.0,50.0,1.12,1.9308800000000002,10.0,0.3,1.38,0.139104047104,0.29999754977002047,0.4559611858148205,0.16089350266602045,9.12383391149835,1.4417028575907256,4.96610803261814,0.20136493073284964,7.025616026225915,1.4417028575907256,1.0
730.0,117.0191,30.7422,29.0,21.0,50.0,1.12,1.9308800000000002,10.0,0.3,1.38,0.139104047104,0.29999754977002047,0.4559611858148205,0.16089350266602045,9.12383391149835,1.4417028575907256,4.96610803261814,0.20136493073284964,7.025616026225915,1.4417028575907256,1.0
731.0,117.1191,30.7422,50.0,23.0,27.0,1.8,3.1032,25.0,0.1,1.41,0.15775864048000002,0.2806373380363316,0.4605408090443317,0.1228786975563316,9.705321868484134,1.429566856032521,6.626272624199056,0.15091440644141532,2.4100570142465956,1.429566856032521,1.0
732.0,117.2191,30.7422,50.0,23.0,27.0,1.8,3.1032,25.0,0.1,1.41,0.15775864048000002,0.2806373380363316,0.4605408090443317,0.1228786975563316,9.705321868484134,1.429566856032521,6.626272624199056,0.15091440644141532,2.4100570142465956,1.429566856032521,1.0
733.0,117.3191,30.7422,28.0,50.0,22.0,3.07,5.29268,10.0,0.1,1.25,0.3015522896800001,0.4164409373191693,0.5042473500199693,0.11488864763916923,1.3757554625418529,1.3137445224470812,11.82372522086537,0.08457571377211105,4.155456687133819,1.3137445224470812,1.0
734.0,117.4191,30.7422,80.0,8.0,12.0,0.58,0.9999199999999999,18.0,0.1,1.62,0.053041262847999995,0.11425581775391745,0.4163121297667176,0.061214554905917457,50.902535514691166,1.5467728561181984,4.97375952445282,0.20105515658399536,1.0,1.5467728561181984,1.0
735.0,117.5191,30.7422,79.0,6.0,15.0,0.41,0.7068399999999999,10.0,0.4,1.66,0.03810001199199999,0.10156454257801457,0.41301456885641463,0.06346453058601459,67.44033163953473,1.555511392530501,3.8926987450967445,0.25689118667597977,1.0,1.555511392530501,1.0
736.0,117.6191,30.7422,37.0,23.0,40.0,1.07,1.84468,4.0,0.1,1.38,0.149725417072,0.29159423410924507,0.44663152657164495,0.14186881703724508,9.373917434606703,1.4664264545851409,5.725983996580326,0.17464247203576194,5.300244810439021,1.4664264545851409,1.0
737.0,117.7191,30.7422,50.0,23.0,27.0,1.8,3.1032,25.0,0.1,1.41,0.15775864048000002,0.2806373380363316,0.4605408090443317,0.1228786975563316,9.705321868484134,1.429566856032521,6.626272624199056,0.15091440644141532,2.4100570142465956,1.429566856032521,1.0
738.0,117.8191,30.7422,50.0,23.0,27.0,1.8,3.1032,25.0,0.1,1.41,0.15775864048000002,0.2806373380363316,0.4605408090443317,0.1228786975563316,9.705321868484134,1.429566856032521,6.626272624199056,0.15091440644141532,2.4100570142465956,1.429566856032521,1.0
739.0,117.9191,30.7422,42.0,20.0,38.0,1.45,2.4998,10.0,0.1,1.41,0.137070226,0.27560087269268374,0.45732805880468375,0.13853064669268375,13.564279971648725,1.438080644167588,5.464466279138466,0.1830004887792374,3.803601332655623,1.438080644167588,1.0
740.0,118.0191,30.7422,42.0,20.0,38.0,1.45,2.4998,10.0,0.1,1.41,0.137070226,0.27560087269268374,0.45732805880468375,0.13853064669268375,13.564279971648725,1.438080644167588,5.464466279138466,0.1830004887792374,3.803601332655623,1.438080644167588,1.0
741.0,118.1191,30.7422,42.0,20.0,38.0,1.45,2.4998,10.0,0.1,1.41,0.137070226,0.27560087269268374,0.45732805880468375,0.13853064669268375,13.564279971648725,1.438080644167588,5.464466279138466,0.1830004887792374,3.803601332655623,1.438080644167588,1.0
742.0,118.2191,30.7422,28.0,50.0,22.0,3.07,5.29268,10.0,0.1,1.25,0.3015522896800001,0.4164409373191693,0.5042473500199693,0.11488864763916923,1.3757554625418529,1.3137445224470812,11.82372522086537,0.08457571377211105,4.155456687133819,1.3137445224470812,1.0
743.0,118.3191,30.7422,42.0,21.0,37.0,1.39,2.3963599999999996,19.0,0.1,1.41,0.141943900648,0.27884867297507016,0.45453097847427015,0.13690477232707016,10.53008618039661,1.4454929070431841,5.652401984906904,0.176915938156948,3.9098272680439505,1.4454929070431841,1.0
744.0,118.4191,30.7422,19.0,49.0,32.0,1.19,2.05156,4.0,0.1,1.24,0.2907534034719999,0.41893812061576097,0.506791910271761,0.12818471714376106,1.5544929452104947,1.3070014377798334,10.449655204756956,0.09569693740179809,6.013764325899648,1.3070014377798334,1.0
745.0,118.5191,30.7422,40.0,27.0,33.0,0.83,1.43092,5.0,0.1,1.36,0.169991067112,0.3006650492809041,0.4368097355321041,0.1306739821689041,6.080610160856897,1.492454200839924,6.693040564151982,0.14940892564674027,5.007582504481474,1.492454200839924,1.0
746.0,118.6191,30.7422,40.0,27.0,33.0,0.83,1.43092,5.0,0.1,1.36,0.169991067112,0.3006650492809041,0.4368097355321041,0.1306739821689041,6.080610160856897,1.492454200839924,6.693040564151982,0.14940892564674027,5.007582504481474,1.492454200839924,1.0
747.0,118.7191,30.7422,28.0,50.0,22.0,3.07,5.29268,10.0,0.1,1.25,0.3015522896800001,0.4164409373191693,0.5042473500199693,0.11488864763916923,1.3757554625418529,1.3137445224470812,11.82372522086537,0.08457571377211105,4.155456687133819,1.3137445224470812,1.0
