grid_id,lon_center,lat_center,T_SAND,T_CLAY,T_SILT,T_OC,T_OM,T_GRAVEL,T_ECE,T_REF_BULK_DENSITY,wilting_point,field_capacity,saturation,available_water,sat_hydraulic_cond,matric_bulk_density,b_parameter,lambda_param,air_entry_tension,bulk_density_normal,compaction_factor
75.0,116.5191,29.7422,52.0,24.0,24.0,1.0,1.724,10.0,0.1,1.41,0.1548006688,0.267432979420712,0.428588042460712,0.11263231062071197,8.992944271393577,1.5142416874791131,6.980973926753039,0.14324648831128292,2.8480312095016,1.5142416874791131,1.0
76.0,116.6191,29.7422,27.0,48.0,25.0,1.24,2.13776,4.0,0.1,1.25,0.287190913504,0.4124491067773232,0.4901608653821232,0.12525819327332322,1.0862042531496798,1.3510737067373735,10.544406959022103,0.09483700732399851,5.503867948406479,1.3510737067373735,1.0
77.0,116.7191,29.7422,28.0,50.0,22.0,3.07,5.29268,10.0,0.1,1.25,0.3015522896800001,0.4164409373191693,0.5042473500199693,0.11488864763916923,1.3757554625418529,1.3137445224470812,11.82372522086537,0.08457571377211105,4.155456687133819,1.3137445224470812,1.0
130.0,115.5191,29.8422,31.0,47.0,22.0,1.2,2.0688,19.0,0.1,1.26,0.28248380608,0.40662228809721196,0.480713168161212,0.12413848201721195,0.7443737683528199,1.3761101043727881,10.477890123270164,0.095439061512882,5.269565937838506,1.3761101043727881,1.0
131.0,115.6191,29.8422,34.0,18.0,48.0,0.6,1.0344,15.0,0.7,1.41,0.11703482176,0.2674639620455359,0.4229159612135358,0.1504291402855359,8.578619499673163,1.52927270278413,4.617847912344703,0.21655109024416785,7.003123808907735,1.52927270278413,1.0
132.0,115.7191,29.8422,34.0,18.0,48.0,0.6,1.0344,15.0,0.7,1.41,0.11703482176,0.2674639620455359,0.4229159612135358,0.1504291402855359,8.578619499673163,1.52927270278413,4.617847912344703,0.21655109024416785,7.003123808907735,1.52927270278413,1.0
133.0,115.8191,29.8422,34.0,18.0,48.0,0.6,1.0344,15.0,0.7,1.41,0.11703482176,0.2674639620455359,0.4229159612135358,0.1504291402855359,8.578619499673163,1.52927270278413,4.617847912344703,0.21655109024416785,7.003123808907735,1.52927270278413,1.0
134.0,115.9191,29.8422,34.0,18.0,48.0,0.6,1.0344,15.0,0.7,1.41,0.11703482176,0.2674639620455359,0.4229159612135358,0.1504291402855359,8.578619499673163,1.52927270278413,4.617847912344703,0.21655109024416785,7.003123808907735,1.52927270278413,1.0
135.0,116.0191,29.8422,29.0,21.0,50.0,1.12,1.9308800000000002,10.0,0.3,1.38,0.139104047104,0.29999754977002047,0.4559611858148205,0.16089350266602045,9.12383391149835,1.4417028575907256,4.96610803261814,0.20136493073284964,7.025616026225915,1.4417028575907256,1.0
136.0,116.1191,29.8422,34.0,18.0,48.0,0.6,1.0344,15.0,0.7,1.41,0.11703482176,0.2674639620455359,0.4229159612135358,0.1504291402855359,8.578619499673163,1.52927270278413,4.617847912344703,0.21655109024416785,7.003123808907735,1.52927270278413,1.0
137.0,116.2191,29.8422,79.0,6.0,15.0,0.41,0.7068399999999999,10.0,0.4,1.66,0.03810001199199999,0.10156454257801457,0.41301456885641463,0.06346453058601459,67.44033163953473,1.555511392530501,3.8926987450967445,0.25689118667597977,1.0,1.555511392530501,1.0
