grid_id,lon_center,lat_center,MU_GLOBAL,T_SAND,T_CLAY,T_SILT,T_OC,T_GRAVEL,T_REF_BULK_DENSITY,T_ECE,S_SAND,S_CLAY,S_SILT,S_OC,S_GRAVEL,S_REF_BULK_DENSITY,S_ECE
550,118.5191,30.4422,11389.0000,42.0000,21.0000,37.0000,1.3900,19.0000,1.4100,0.1000,46.0000,20.0000,34.0000,0.6000,26.0000,1.4200,0.1000
551,118.6191,30.4422,11389.0000,42.0000,21.0000,37.0000,1.3900,19.0000,1.4100,0.1000,46.0000,20.0000,34.0000,0.6000,26.0000,1.4200,0.1000
552,118.7191,30.4422,11818.0000,28.0000,50.0000,22.0000,3.0700,10.0000,1.2500,0.1000,24.0000,57.0000,19.0000,0.9400,5.0000,1.2200,0.1000
553,118.8191,30.4422,11834.0000,51.0000,23.0000,26.0000,1.0200,1.0000,1.4100,0.1000,47.0000,27.0000,26.0000,0.3500,5.0000,1.3800,0.1000
554,118.9191,30.4422,11818.0000,28.0000,50.0000,22.0000,3.0700,10.0000,1.2500,0.1000,24.0000,57.0000,19.0000,0.9400,5.0000,1.2200,0.1000
555,119.0191,30.4422,11817.0000,75.0000,15.0000,10.0000,0.5300,4.0000,1.5200,0.1000,67.0000,23.0000,10.0000,0.3000,8.0000,1.4400,0.1000
556,119.1191,30.4422,11368.0000,31.0000,47.0000,22.0000,1.2000,19.0000,1.2600,0.1000,27.0000,53.0000,20.0000,0.5900,28.0000,1.2400,0.1000
557,119.2191,30.4422,11368.0000,31.0000,47.0000,22.0000,1.2000,19.0000,1.2600,0.1000,27.0000,53.0000,20.0000,0.5900,28.0000,1.2400,0.1000
558,119.3191,30.4422,11818.0000,28.0000,50.0000,22.0000,3.0700,10.0000,1.2500,0.1000,24.0000,57.0000,19.0000,0.9400,5.0000,1.2200,0.1000
559,119.4191,30.4422,11843.0000,24.0000,43.0000,33.0000,1.0800,7.0000,1.2600,0.1000,23.0000,46.0000,31.0000,0.4500,10.0000,1.2500,0.1000
560,119.5191,30.4422,11843.0000,24.0000,43.0000,33.0000,1.0800,7.0000,1.2600,0.1000,23.0000,46.0000,31.0000,0.4500,10.0000,1.2500,0.1000
561,119.6191,30.4422,11843.0000,24.0000,43.0000,33.0000,1.0800,7.0000,1.2600,0.1000,23.0000,46.0000,31.0000,0.4500,10.0000,1.2500,0.1000
562,119.7191,30.4422,11815.0000,50.0000,23.0000,27.0000,1.8000,25.0000,1.4100,0.1000,43.0000,34.0000,23.0000,0.8100,21.0000,1.3400,0.1000
563,119.8191,30.4422,11818.0000,28.0000,50.0000,22.0000,3.0700,10.0000,1.2500,0.1000,24.0000,57.0000,19.0000,0.9400,5.0000,1.2200,0.1000
564,119.9191,30.4422,11818.0000,28.0000,50.0000,22.0000,3.0700,10.0000,1.2500,0.1000,24.0000,57.0000,19.0000,0.9400,5.0000,1.2200,0.1000
565,120.0191,30.4422,11815.0000,50.0000,23.0000,27.0000,1.8000,25.0000,1.4100,0.1000,43.0000,34.0000,23.0000,0.8100,21.0000,1.3400,0.1000
566,120.1191,30.4422,11672.0000,14.0000,39.0000,47.0000,0.8000,4.0000,1.2600,0.2000,12.0000,39.0000,49.0000,0.8600,6.0000,1.2600,0.2000
567,120.2191,30.4422,11658.0000,29.0000,21.0000,50.0000,1.1200,10.0000,1.3800,0.3000,34.0000,21.0000,45.0000,0.8200,10.0000,1.3900,0.3000
568,120.3191,30.4422,11674.0000,90.0000,4.0000,6.0000,2.4100,10.0000,1.7400,0.1000,89.0000,5.0000,6.0000,0.8800,10.0000,1.7000,0.1000
569,120.4191,30.4422,11660.0000,29.0000,21.0000,50.0000,1.1200,10.0000,1.3800,0.3000,34.0000,21.0000,45.0000,0.8200,10.0000,1.3900,0.3000
570,120.5191,30.4422,11660.0000,29.0000,21.0000,50.0000,1.1200,10.0000,1.3800,0.3000,34.0000,21.0000,45.0000,0.8200,10.0000,1.3900,0.3000
571,120.6191,30.4422,11660.0000,29.0000,21.0000,50.0000,1.1200,10.0000,1.3800,0.3000,34.0000,21.0000,45.0000,0.8200,10.0000,1.3900,0.3000
572,120.7191,30.4422,11625.0000,32.0000,24.0000,44.0000,1.2000,5.0000,1.3600,0.1000,25.0000,36.0000,39.0000,0.3600,5.0000,1.2900,0.1000
573,120.8191,30.4422,11668.0000,29.0000,21.0000,50.0000,1.1200,10.0000,1.3800,0.3000,34.0000,21.0000,45.0000,0.8200,10.0000,1.3900,0.3000
574,120.9191,30.4422,0.0000,,,,,,,,,,,,,,
589,115.9191,30.5422,11858.0000,41.0000,22.0000,37.0000,0.7400,4.0000,1.4000,0.1000,37.0000,29.0000,34.0000,0.3600,3.0000,1.3500,0.1000
590,116.0191,30.5422,11858.0000,41.0000,22.0000,37.0000,0.7400,4.0000,1.4000,0.1000,37.0000,29.0000,34.0000,0.3600,3.0000,1.3500,0.1000
591,116.1191,30.5422,11389.0000,42.0000,21.0000,37.0000,1.3900,19.0000,1.4100,0.1000,46.0000,20.0000,34.0000,0.6000,26.0000,1.4200,0.1000
592,116.2191,30.5422,11858.0000,41.0000,22.0000,37.0000,0.7400,4.0000,1.4000,0.1000,37.0000,29.0000,34.0000,0.3600,3.0000,1.3500,0.1000
593,116.3191,30.5422,11858.0000,41.0000,22.0000,37.0000,0.7400,4.0000,1.4000,0.1000,37.0000,29.0000,34.0000,0.3600,3.0000,1.3500,0.1000
594,116.4191,30.5422,11375.0000,42.0000,20.0000,38.0000,1.4500,10.0000,1.4100,0.1000,45.0000,20.0000,35.0000,0.5000,19.0000,1.4200,0.1000
595,116.5191,30.5422,11375.0000,42.0000,20.0000,38.0000,1.4500,10.0000,1.4100,0.1000,45.0000,20.0000,35.0000,0.5000,19.0000,1.4200,0.1000
596,116.6191,30.5422,11615.0000,29.0000,21.0000,50.0000,1.1200,10.0000,1.3800,0.3000,34.0000,21.0000,45.0000,0.8200,10.0000,1.3900,0.3000
597,116.7191,30.5422,11834.0000,51.0000,23.0000,26.0000,1.0200,1.0000,1.4100,0.1000,47.0000,27.0000,26.0000,0.3500,5.0000,1.3800,0.1000
598,116.8191,30.5422,11389.0000,42.0000,21.0000,37.0000,1.3900,19.0000,1.4100,0.1000,46.0000,20.0000,34.0000,0.6000,26.0000,1.4200,0.1000
599,116.9191,30.5422,11495.0000,34.0000,18.0000,48.0000,0.6000,15.0000,1.4100,0.7000,36.0000,18.0000,46.0000,0.4000,10.0000,1.4100,0.5000
600,117.0191,30.5422,11613.0000,29.0000,21.0000,50.0000,1.1200,10.0000,1.3800,0.3000,34.0000,21.0000,45.0000,0.8200,10.0000,1.3900,0.3000
601,117.1191,30.5422,11492.0000,79.0000,6.0000,15.0000,0.4100,10.0000,1.6600,0.4000,79.0000,6.0000,15.0000,0.1700,10.0000,1.6600,0.4000
602,117.2191,30.5422,11492.0000,79.0000,6.0000,15.0000,0.4100,10.0000,1.6600,0.4000,79.0000,6.0000,15.0000,0.1700,10.0000,1.6600,0.4000
603,117.3191,30.5422,11663.0000,37.0000,23.0000,40.0000,1.0700,4.0000,1.3800,0.1000,36.0000,28.0000,36.0000,0.3700,5.0000,1.3500,0.1000
604,117.4191,30.5422,11663.0000,37.0000,23.0000,40.0000,1.0700,4.0000,1.3800,0.1000,36.0000,28.0000,36.0000,0.3700,5.0000,1.3500,0.1000
605,117.5191,30.5422,11389.0000,42.0000,21.0000,37.0000,1.3900,19.0000,1.4100,0.1000,46.0000,20.0000,34.0000,0.6000,26.0000,1.4200,0.1000
606,117.6191,30.5422,11389.0000,42.0000,21.0000,37.0000,1.3900,19.0000,1.4100,0.1000,46.0000,20.0000,34.0000,0.6000,26.0000,1.4200,0.1000
607,117.7191,30.5422,11815.0000,50.0000,23.0000,27.0000,1.8000,25.0000,1.4100,0.1000,43.0000,34.0000,23.0000,0.8100,21.0000,1.3400,0.1000
608,117.8191,30.5422,11815.0000,50.0000,23.0000,27.0000,1.8000,25.0000,1.4100,0.1000,43.0000,34.0000,23.0000,0.8100,21.0000,1.3400,0.1000
609,117.9191,30.5422,11389.0000,42.0000,21.0000,37.0000,1.3900,19.0000,1.4100,0.1000,46.0000,20.0000,34.0000,0.6000,26.0000,1.4200,0.1000
610,118.0191,30.5422,11815.0000,50.0000,23.0000,27.0000,1.8000,25.0000,1.4100,0.1000,43.0000,34.0000,23.0000,0.8100,21.0000,1.3400,0.1000
611,118.1191,30.5422,11815.0000,50.0000,23.0000,27.0000,1.8000,25.0000,1.4100,0.1000,43.0000,34.0000,23.0000,0.8100,21.0000,1.3400,0.1000
612,118.2191,30.5422,11389.0000,42.0000,21.0000,37.0000,1.3900,19.0000,1.4100,0.1000,46.0000,20.0000,34.0000,0.6000,26.0000,1.4200,0.1000
613,118.3191,30.5422,11389.0000,42.0000,21.0000,37.0000,1.3900,19.0000,1.4100,0.1000,46.0000,20.0000,34.0000,0.6000,26.0000,1.4200,0.1000
614,118.4191,30.5422,11389.0000,42.0000,21.0000,37.0000,1.3900,19.0000,1.4100,0.1000,46.0000,20.0000,34.0000,0.6000,26.0000,1.4200,0.1000
615,118.5191,30.5422,11379.0000,46.0000,21.0000,33.0000,1.0900,28.0000,1.4100,0.1000,,,,,,,
616,118.6191,30.5422,11389.0000,42.0000,21.0000,37.0000,1.3900,19.0000,1.4100,0.1000,46.0000,20.0000,34.0000,0.6000,26.0000,1.4200,0.1000
617,118.7191,30.5422,11818.0000,28.0000,50.0000,22.0000,3.0700,10.0000,1.2500,0.1000,24.0000,57.0000,19.0000,0.9400,5.0000,1.2200,0.1000
618,118.8191,30.5422,11834.0000,51.0000,23.0000,26.0000,1.0200,1.0000,1.4100,0.1000,47.0000,27.0000,26.0000,0.3500,5.0000,1.3800,0.1000
619,118.9191,30.5422,11834.0000,51.0000,23.0000,26.0000,1.0200,1.0000,1.4100,0.1000,47.0000,27.0000,26.0000,0.3500,5.0000,1.3800,0.1000
620,119.0191,30.5422,11834.0000,51.0000,23.0000,26.0000,1.0200,1.0000,1.4100,0.1000,47.0000,27.0000,26.0000,0.3500,5.0000,1.3800,0.1000
621,119.1191,30.5422,11818.0000,28.0000,50.0000,22.0000,3.0700,10.0000,1.2500,0.1000,24.0000,57.0000,19.0000,0.9400,5.0000,1.2200,0.1000
622,119.2191,30.5422,11818.0000,28.0000,50.0000,22.0000,3.0700,10.0000,1.2500,0.1000,24.0000,57.0000,19.0000,0.9400,5.0000,1.2200,0.1000
623,119.3191,30.5422,11368.0000,31.0000,47.0000,22.0000,1.2000,19.0000,1.2600,0.1000,27.0000,53.0000,20.0000,0.5900,28.0000,1.2400,0.1000
624,119.4191,30.5422,11818.0000,28.0000,50.0000,22.0000,3.0700,10.0000,1.2500,0.1000,24.0000,57.0000,19.0000,0.9400,5.0000,1.2200,0.1000
625,119.5191,30.5422,11818.0000,28.0000,50.0000,22.0000,3.0700,10.0000,1.2500,0.1000,24.0000,57.0000,19.0000,0.9400,5.0000,1.2200,0.1000
626,119.6191,30.5422,11651.0000,29.0000,21.0000,50.0000,1.1200,10.0000,1.3800,0.3000,34.0000,21.0000,45.0000,0.8200,10.0000,1.3900,0.3000
627,119.7191,30.5422,11815.0000,50.0000,23.0000,27.0000,1.8000,25.0000,1.4100,0.1000,43.0000,34.0000,23.0000,0.8100,21.0000,1.3400,0.1000
628,119.8191,30.5422,11815.0000,50.0000,23.0000,27.0000,1.8000,25.0000,1.4100,0.1000,43.0000,34.0000,23.0000,0.8100,21.0000,1.3400,0.1000
629,119.9191,30.5422,11605.0000,29.0000,21.0000,50.0000,1.1200,10.0000,1.3800,0.3000,34.0000,21.0000,45.0000,0.8200,10.0000,1.3900,0.3000
630,120.0191,30.5422,11668.0000,29.0000,21.0000,50.0000,1.1200,10.0000,1.3800,0.3000,34.0000,21.0000,45.0000,0.8200,10.0000,1.3900,0.3000
631,120.1191,30.5422,11672.0000,14.0000,39.0000,47.0000,0.8000,4.0000,1.2600,0.2000,12.0000,39.0000,49.0000,0.8600,6.0000,1.2600,0.2000
632,120.2191,30.5422,11672.0000,14.0000,39.0000,47.0000,0.8000,4.0000,1.2600,0.2000,12.0000,39.0000,49.0000,0.8600,6.0000,1.2600,0.2000
633,120.3191,30.5422,11658.0000,29.0000,21.0000,50.0000,1.1200,10.0000,1.3800,0.3000,34.0000,21.0000,45.0000,0.8200,10.0000,1.3900,0.3000
634,120.4191,30.5422,11625.0000,32.0000,24.0000,44.0000,1.2000,5.0000,1.3600,0.1000,25.0000,36.0000,39.0000,0.3600,5.0000,1.2900,0.1000
635,120.5191,30.5422,11625.0000,32.0000,24.0000,44.0000,1.2000,5.0000,1.3600,0.1000,25.0000,36.0000,39.0000,0.3600,5.0000,1.2900,0.1000
636,120.6191,30.5422,11625.0000,32.0000,24.0000,44.0000,1.2000,5.0000,1.3600,0.1000,25.0000,36.0000,39.0000,0.3600,5.0000,1.2900,0.1000
637,120.7191,30.5422,11625.0000,32.0000,24.0000,44.0000,1.2000,5.0000,1.3600,0.1000,25.0000,36.0000,39.0000,0.3600,5.0000,1.2900,0.1000
638,120.8191,30.5422,11625.0000,32.0000,24.0000,44.0000,1.2000,5.0000,1.3600,0.1000,25.0000,36.0000,39.0000,0.3600,5.0000,1.2900,0.1000
639,120.9191,30.5422,11625.0000,32.0000,24.0000,44.0000,1.2000,5.0000,1.3600,0.1000,25.0000,36.0000,39.0000,0.3600,5.0000,1.2900,0.1000
640,121.0191,30.5422,0.0000,,,,,,,,,,,,,,
653,115.8191,30.6422,11858.0000,41.0000,22.0000,37.0000,0.7400,4.0000,1.4000,0.1000,37.0000,29.0000,34.0000,0.3600,3.0000,1.3500,0.1000
654,115.9191,30.6422,11858.0000,41.0000,22.0000,37.0000,0.7400,4.0000,1.4000,0.1000,37.0000,29.0000,34.0000,0.3600,3.0000,1.3500,0.1000
655,116.0191,30.6422,11389.0000,42.0000,21.0000,37.0000,1.3900,19.0000,1.4100,0.1000,46.0000,20.0000,34.0000,0.6000,26.0000,1.4200,0.1000
656,116.1191,30.6422,11389.0000,42.0000,21.0000,37.0000,1.3900,19.0000,1.4100,0.1000,46.0000,20.0000,34.0000,0.6000,26.0000,1.4200,0.1000
657,116.2191,30.6422,11389.0000,42.0000,21.0000,37.0000,1.3900,19.0000,1.4100,0.1000,46.0000,20.0000,34.0000,0.6000,26.0000,1.4200,0.1000
658,116.3191,30.6422,11389.0000,42.0000,21.0000,37.0000,1.3900,19.0000,1.4100,0.1000,46.0000,20.0000,34.0000,0.6000,26.0000,1.4200,0.1000
659,116.4191,30.6422,11870.0000,42.0000,20.0000,38.0000,1.4500,10.0000,1.4100,0.1000,45.0000,20.0000,35.0000,0.5000,19.0000,1.4200,0.1000
660,116.5191,30.6422,11605.0000,29.0000,21.0000,50.0000,1.1200,10.0000,1.3800,0.3000,34.0000,21.0000,45.0000,0.8200,10.0000,1.3900,0.3000
661,116.6191,30.6422,11823.0000,40.0000,27.0000,33.0000,0.8300,5.0000,1.3600,0.1000,36.0000,36.0000,28.0000,0.3400,5.0000,1.3100,0.1000
662,116.7191,30.6422,11605.0000,29.0000,21.0000,50.0000,1.1200,10.0000,1.3800,0.3000,34.0000,21.0000,45.0000,0.8200,10.0000,1.3900,0.3000
663,116.8191,30.6422,11834.0000,51.0000,23.0000,26.0000,1.0200,1.0000,1.4100,0.1000,47.0000,27.0000,26.0000,0.3500,5.0000,1.3800,0.1000
664,116.9191,30.6422,11834.0000,51.0000,23.0000,26.0000,1.0200,1.0000,1.4100,0.1000,47.0000,27.0000,26.0000,0.3500,5.0000,1.3800,0.1000
665,117.0191,30.6422,11389.0000,42.0000,21.0000,37.0000,1.3900,19.0000,1.4100,0.1000,46.0000,20.0000,34.0000,0.6000,26.0000,1.4200,0.1000
666,117.1191,30.6422,11927.0000,,,,,,,,,,,,,,
667,117.2191,30.6422,11492.0000,79.0000,6.0000,15.0000,0.4100,10.0000,1.6600,0.4000,79.0000,6.0000,15.0000,0.1700,10.0000,1.6600,0.4000
668,117.3191,30.6422,11663.0000,37.0000,23.0000,40.0000,1.0700,4.0000,1.3800,0.1000,36.0000,28.0000,36.0000,0.3700,5.0000,1.3500,0.1000
669,117.4191,30.6422,11823.0000,40.0000,27.0000,33.0000,0.8300,5.0000,1.3600,0.1000,36.0000,36.0000,28.0000,0.3400,5.0000,1.3100,0.1000
670,117.5191,30.6422,11823.0000,40.0000,27.0000,33.0000,0.8300,5.0000,1.3600,0.1000,36.0000,36.0000,28.0000,0.3400,5.0000,1.3100,0.1000
671,117.6191,30.6422,11389.0000,42.0000,21.0000,37.0000,1.3900,19.0000,1.4100,0.1000,46.0000,20.0000,34.0000,0.6000,26.0000,1.4200,0.1000
672,117.7191,30.6422,11663.0000,37.0000,23.0000,40.0000,1.0700,4.0000,1.3800,0.1000,36.0000,28.0000,36.0000,0.3700,5.0000,1.3500,0.1000
673,117.8191,30.6422,11815.0000,50.0000,23.0000,27.0000,1.8000,25.0000,1.4100,0.1000,43.0000,34.0000,23.0000,0.8100,21.0000,1.3400,0.1000
674,117.9191,30.6422,11604.0000,29.0000,21.0000,50.0000,1.1200,10.0000,1.3800,0.3000,34.0000,21.0000,45.0000,0.8200,10.0000,1.3900,0.3000
675,118.0191,30.6422,11389.0000,42.0000,21.0000,37.0000,1.3900,19.0000,1.4100,0.1000,46.0000,20.0000,34.0000,0.6000,26.0000,1.4200,0.1000
676,118.1191,30.6422,11818.0000,28.0000,50.0000,22.0000,3.0700,10.0000,1.2500,0.1000,24.0000,57.0000,19.0000,0.9400,5.0000,1.2200,0.1000
677,118.2191,30.6422,11818.0000,28.0000,50.0000,22.0000,3.0700,10.0000,1.2500,0.1000,24.0000,57.0000,19.0000,0.9400,5.0000,1.2200,0.1000
678,118.3191,30.6422,11615.0000,29.0000,21.0000,50.0000,1.1200,10.0000,1.3800,0.3000,34.0000,21.0000,45.0000,0.8200,10.0000,1.3900,0.3000
679,118.4191,30.6422,11389.0000,42.0000,21.0000,37.0000,1.3900,19.0000,1.4100,0.1000,46.0000,20.0000,34.0000,0.6000,26.0000,1.4200,0.1000
680,118.5191,30.6422,11814.0000,50.0000,23.0000,27.0000,1.8000,25.0000,1.4100,0.1000,43.0000,34.0000,23.0000,0.8100,21.0000,1.3400,0.1000
681,118.6191,30.6422,11379.0000,46.0000,21.0000,33.0000,1.0900,28.0000,1.4100,0.1000,,,,,,,
682,118.7191,30.6422,11818.0000,28.0000,50.0000,22.0000,3.0700,10.0000,1.2500,0.1000,24.0000,57.0000,19.0000,0.9400,5.0000,1.2200,0.1000
683,118.8191,30.6422,11818.0000,28.0000,50.0000,22.0000,3.0700,10.0000,1.2500,0.1000,24.0000,57.0000,19.0000,0.9400,5.0000,1.2200,0.1000
684,118.9191,30.6422,11834.0000,51.0000,23.0000,26.0000,1.0200,1.0000,1.4100,0.1000,47.0000,27.0000,26.0000,0.3500,5.0000,1.3800,0.1000
685,119.0191,30.6422,11834.0000,51.0000,23.0000,26.0000,1.0200,1.0000,1.4100,0.1000,47.0000,27.0000,26.0000,0.3500,5.0000,1.3800,0.1000
686,119.1191,30.6422,11818.0000,28.0000,50.0000,22.0000,3.0700,10.0000,1.2500,0.1000,24.0000,57.0000,19.0000,0.9400,5.0000,1.2200,0.1000
687,119.2191,30.6422,11818.0000,28.0000,50.0000,22.0000,3.0700,10.0000,1.2500,0.1000,24.0000,57.0000,19.0000,0.9400,5.0000,1.2200,0.1000
688,119.3191,30.6422,11818.0000,28.0000,50.0000,22.0000,3.0700,10.0000,1.2500,0.1000,24.0000,57.0000,19.0000,0.9400,5.0000,1.2200,0.1000
689,119.4191,30.6422,11818.0000,28.0000,50.0000,22.0000,3.0700,10.0000,1.2500,0.1000,24.0000,57.0000,19.0000,0.9400,5.0000,1.2200,0.1000
690,119.5191,30.6422,11818.0000,28.0000,50.0000,22.0000,3.0700,10.0000,1.2500,0.1000,24.0000,57.0000,19.0000,0.9400,5.0000,1.2200,0.1000
691,119.6191,30.6422,11651.0000,29.0000,21.0000,50.0000,1.1200,10.0000,1.3800,0.3000,34.0000,21.0000,45.0000,0.8200,10.0000,1.3900,0.3000
692,119.7191,30.6422,11815.0000,50.0000,23.0000,27.0000,1.8000,25.0000,1.4100,0.1000,43.0000,34.0000,23.0000,0.8100,21.0000,1.3400,0.1000
693,119.8191,30.6422,11815.0000,50.0000,23.0000,27.0000,1.8000,25.0000,1.4100,0.1000,43.0000,34.0000,23.0000,0.8100,21.0000,1.3400,0.1000
694,119.9191,30.6422,11818.0000,28.0000,50.0000,22.0000,3.0700,10.0000,1.2500,0.1000,24.0000,57.0000,19.0000,0.9400,5.0000,1.2200,0.1000
695,120.0191,30.6422,11818.0000,28.0000,50.0000,22.0000,3.0700,10.0000,1.2500,0.1000,24.0000,57.0000,19.0000,0.9400,5.0000,1.2200,0.1000
696,120.1191,30.6422,11668.0000,29.0000,21.0000,50.0000,1.1200,10.0000,1.3800,0.3000,34.0000,21.0000,45.0000,0.8200,10.0000,1.3900,0.3000
697,120.2191,30.6422,11672.0000,14.0000,39.0000,47.0000,0.8000,4.0000,1.2600,0.2000,12.0000,39.0000,49.0000,0.8600,6.0000,1.2600,0.2000
698,120.3191,30.6422,11658.0000,29.0000,21.0000,50.0000,1.1200,10.0000,1.3800,0.3000,34.0000,21.0000,45.0000,0.8200,10.0000,1.3900,0.3000
699,120.4191,30.6422,11658.0000,29.0000,21.0000,50.0000,1.1200,10.0000,1.3800,0.3000,34.0000,21.0000,45.0000,0.8200,10.0000,1.3900,0.3000
700,120.5191,30.6422,11672.0000,14.0000,39.0000,47.0000,0.8000,4.0000,1.2600,0.2000,12.0000,39.0000,49.0000,0.8600,6.0000,1.2600,0.2000
701,120.6191,30.6422,11658.0000,29.0000,21.0000,50.0000,1.1200,10.0000,1.3800,0.3000,34.0000,21.0000,45.0000,0.8200,10.0000,1.3900,0.3000
702,120.7191,30.6422,11625.0000,32.0000,24.0000,44.0000,1.2000,5.0000,1.3600,0.1000,25.0000,36.0000,39.0000,0.3600,5.0000,1.2900,0.1000
703,120.8191,30.6422,11625.0000,32.0000,24.0000,44.0000,1.2000,5.0000,1.3600,0.1000,25.0000,36.0000,39.0000,0.3600,5.0000,1.2900,0.1000
704,120.9191,30.6422,11671.0000,24.0000,44.0000,32.0000,1.3100,2.0000,1.2600,0.1000,20.0000,54.0000,26.0000,0.5000,5.0000,1.2200,0.1000
705,121.0191,30.6422,11674.0000,90.0000,4.0000,6.0000,2.4100,10.0000,1.7400,0.1000,89.0000,5.0000,6.0000,0.8800,10.0000,1.7000,0.1000
706,121.1191,30.6422,11624.0000,29.0000,21.0000,50.0000,1.1200,10.0000,1.3800,0.3000,34.0000,21.0000,45.0000,0.8200,10.0000,1.3900,0.3000
707,121.2191,30.6422,0.0000,,,,,,,,,,,,,,
718,115.8191,30.7422,11858.0000,41.0000,22.0000,37.0000,0.7400,4.0000,1.4000,0.1000,37.0000,29.0000,34.0000,0.3600,3.0000,1.3500,0.1000
719,115.9191,30.7422,11858.0000,41.0000,22.0000,37.0000,0.7400,4.0000,1.4000,0.1000,37.0000,29.0000,34.0000,0.3600,3.0000,1.3500,0.1000
720,116.0191,30.7422,11389.0000,42.0000,21.0000,37.0000,1.3900,19.0000,1.4100,0.1000,46.0000,20.0000,34.0000,0.6000,26.0000,1.4200,0.1000
721,116.1191,30.7422,11870.0000,42.0000,20.0000,38.0000,1.4500,10.0000,1.4100,0.1000,45.0000,20.0000,35.0000,0.5000,19.0000,1.4200,0.1000
722,116.2191,30.7422,11870.0000,42.0000,20.0000,38.0000,1.4500,10.0000,1.4100,0.1000,45.0000,20.0000,35.0000,0.5000,19.0000,1.4200,0.1000
723,116.3191,30.7422,11389.0000,42.0000,21.0000,37.0000,1.3900,19.0000,1.4100,0.1000,46.0000,20.0000,34.0000,0.6000,26.0000,1.4200,0.1000
724,116.4191,30.7422,11389.0000,42.0000,21.0000,37.0000,1.3900,19.0000,1.4100,0.1000,46.0000,20.0000,34.0000,0.6000,26.0000,1.4200,0.1000
725,116.5191,30.7422,11389.0000,42.0000,21.0000,37.0000,1.3900,19.0000,1.4100,0.1000,46.0000,20.0000,34.0000,0.6000,26.0000,1.4200,0.1000
726,116.6191,30.7422,11604.0000,29.0000,21.0000,50.0000,1.1200,10.0000,1.3800,0.3000,34.0000,21.0000,45.0000,0.8200,10.0000,1.3900,0.3000
727,116.7191,30.7422,11876.0000,42.0000,20.0000,38.0000,1.0600,4.0000,1.4100,0.1000,33.0000,36.0000,31.0000,0.4300,4.0000,1.3000,0.1000
728,116.8191,30.7422,11614.0000,29.0000,21.0000,50.0000,1.1200,10.0000,1.3800,0.3000,34.0000,21.0000,45.0000,0.8200,10.0000,1.3900,0.3000
729,116.9191,30.7422,11615.0000,29.0000,21.0000,50.0000,1.1200,10.0000,1.3800,0.3000,34.0000,21.0000,45.0000,0.8200,10.0000,1.3900,0.3000
730,117.0191,30.7422,11615.0000,29.0000,21.0000,50.0000,1.1200,10.0000,1.3800,0.3000,34.0000,21.0000,45.0000,0.8200,10.0000,1.3900,0.3000
731,117.1191,30.7422,11815.0000,50.0000,23.0000,27.0000,1.8000,25.0000,1.4100,0.1000,43.0000,34.0000,23.0000,0.8100,21.0000,1.3400,0.1000
732,117.2191,30.7422,11814.0000,50.0000,23.0000,27.0000,1.8000,25.0000,1.4100,0.1000,43.0000,34.0000,23.0000,0.8100,21.0000,1.3400,0.1000
733,117.3191,30.7422,11818.0000,28.0000,50.0000,22.0000,3.0700,10.0000,1.2500,0.1000,24.0000,57.0000,19.0000,0.9400,5.0000,1.2200,0.1000
734,117.4191,30.7422,11493.0000,80.0000,8.0000,12.0000,0.5800,18.0000,1.6200,0.1000,79.0000,10.0000,11.0000,0.2400,10.0000,1.5900,0.1000
735,117.5191,30.7422,11492.0000,79.0000,6.0000,15.0000,0.4100,10.0000,1.6600,0.4000,79.0000,6.0000,15.0000,0.1700,10.0000,1.6600,0.4000
736,117.6191,30.7422,11663.0000,37.0000,23.0000,40.0000,1.0700,4.0000,1.3800,0.1000,36.0000,28.0000,36.0000,0.3700,5.0000,1.3500,0.1000
737,117.7191,30.7422,11814.0000,50.0000,23.0000,27.0000,1.8000,25.0000,1.4100,0.1000,43.0000,34.0000,23.0000,0.8100,21.0000,1.3400,0.1000
738,117.8191,30.7422,11814.0000,50.0000,23.0000,27.0000,1.8000,25.0000,1.4100,0.1000,43.0000,34.0000,23.0000,0.8100,21.0000,1.3400,0.1000
739,117.9191,30.7422,11375.0000,42.0000,20.0000,38.0000,1.4500,10.0000,1.4100,0.1000,45.0000,20.0000,35.0000,0.5000,19.0000,1.4200,0.1000
740,118.0191,30.7422,11375.0000,42.0000,20.0000,38.0000,1.4500,10.0000,1.4100,0.1000,45.0000,20.0000,35.0000,0.5000,19.0000,1.4200,0.1000
741,118.1191,30.7422,11375.0000,42.0000,20.0000,38.0000,1.4500,10.0000,1.4100,0.1000,45.0000,20.0000,35.0000,0.5000,19.0000,1.4200,0.1000
742,118.2191,30.7422,11818.0000,28.0000,50.0000,22.0000,3.0700,10.0000,1.2500,0.1000,24.0000,57.0000,19.0000,0.9400,5.0000,1.2200,0.1000
743,118.3191,30.7422,11389.0000,42.0000,21.0000,37.0000,1.3900,19.0000,1.4100,0.1000,46.0000,20.0000,34.0000,0.6000,26.0000,1.4200,0.1000
744,118.4191,30.7422,11489.0000,19.0000,49.0000,32.0000,1.1900,4.0000,1.2400,0.1000,21.0000,47.0000,32.0000,0.5500,3.0000,1.2400,0.1000
745,118.5191,30.7422,11823.0000,40.0000,27.0000,33.0000,0.8300,5.0000,1.3600,0.1000,36.0000,36.0000,28.0000,0.3400,5.0000,1.3100,0.1000
